0,landreg,0.0,51.385,-0.0746,902.121219749,731.0,,,,5,70.0,0.1,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1,landreg,1.0,51.385,-0.06996,673.176743809,708.0,,,,5,70.0,0.1,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
2,landreg,2.0,51.385,-0.06532,859.163066428,704.0,,,,5,70.0,0.1,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
3,landreg,3.0,51.38788,-0.08852,1332.84390708,762.0,,,,5,70.0,0.1,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
4,landreg,4.0,51.38788,-0.0746,673.176743809,721.0,,,,5,70.0,0.1,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
5,landreg,5.0,51.38788,-0.06996,433.93573125,708.0,,,,5,70.0,0.1,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
6,landreg,6.0,51.38788,-0.06532,553.824173104,717.0,,,,5,70.0,0.1,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
7,landreg,7.0,51.39076,-0.22308,1701.08410429,718.0,,,,5,70.0,0.1,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
8,landreg,8.0,51.39076,-0.09316,818.250539455,703.0,,,,5,70.0,0.1,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
9,landreg,9.0,51.39076,-0.08852,779.286228052,722.0,,,,5,70.0,0.1,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
10,landreg,10.0,51.39076,-0.07924,947.227280737,750.0,,,,5,70.0,0.1,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
11,landreg,11.0,51.39076,-0.0746,706.835581,757.0,,,,5,70.0,0.1,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
12,landreg,12.0,51.39076,-0.06996,502.334850888,762.0,,,,5,70.0,0.1,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
13,landreg,13.0,51.39076,-0.06532,393.5925,748.0,,,,5,70.0,0.1,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
14,landreg,14.0,51.39076,-0.06068,502.334850888,716.0,,,,5,70.0,0.1,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
15,landreg,15.0,51.39364,-0.22308,1044.31807701,718.0,,,,5,70.0,0.1,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
16,landreg,16.0,51.39364,-0.09316,706.835581,723.0,,,,5,70.0,0.1,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
17,landreg,17.0,51.39364,-0.08852,433.93573125,714.0,,,,5,70.0,0.1,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
18,landreg,18.0,51.39364,-0.08388,581.51538176,741.0,,,,5,70.0,0.1,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
19,landreg,19.0,51.39364,-0.07924,779.286228052,773.0,,,,5,70.0,0.1,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
20,landreg,20.0,51.39364,-0.0746,610.591150848,707.0,,,,5,70.0,0.1,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
21,landreg,21.0,51.39364,-0.06996,455.632517813,756.0,,,,5,70.0,0.1,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
22,landreg,22.0,51.39364,-0.06532,340.0,708.0,,,,5,70.0,0.1,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
23,landreg,23.0,51.39652,-0.22772,779.286228052,934.0,,,,5,70.0,0.1,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
24,landreg,24.0,51.39652,-0.22308,779.286228052,775.0,,,,5,70.0,0.1,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
25,landreg,25.0,51.39652,-0.21844,1151.36067991,726.0,,,,5,70.0,0.1,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
26,landreg,26.0,51.39652,-0.09316,641.12070839,710.0,,,,5,70.0,0.1,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
27,landreg,27.0,51.39652,-0.08852,413.272125,708.0,,,,5,70.0,0.1,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
28,landreg,28.0,51.39652,-0.08388,433.93573125,742.0,,,,5,70.0,0.1,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
29,landreg,29.0,51.39652,-0.07924,527.451593433,759.0,,,,5,70.0,0.1,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
30,landreg,30.0,51.39652,-0.0746,502.334850888,746.0,,,,5,70.0,0.1,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
31,landreg,31.0,51.39652,-0.06996,374.85,790.0,,,,5,70.0,0.1,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
32,landreg,32.0,51.39652,-0.06532,374.85,801.0,,,,5,70.0,0.1,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
33,landreg,33.0,51.3994,-0.23236,742.17736005,740.0,,,,5,70.0,0.1,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
34,landreg,34.0,51.3994,-0.22772,706.835581,788.0,,,,5,70.0,0.1,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
35,landreg,35.0,51.3994,-0.22308,818.250539455,787.0,,,,5,70.0,0.1,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
36,landreg,36.0,51.3994,-0.21844,1269.3751496,829.0,,,,5,70.0,0.1,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
37,landreg,37.0,51.3994,-0.12564,1269.3751496,794.0,,,,5,70.0,0.1,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
38,landreg,38.0,51.3994,-0.121,1208.9287139,828.0,,,,5,70.0,0.1,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
39,landreg,39.0,51.3994,-0.09316,779.286228052,745.0,,,,5,70.0,0.1,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
40,landreg,40.0,51.3994,-0.08852,527.451593433,889.0,,,,5,70.0,0.1,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
41,landreg,41.0,51.3994,-0.08388,433.93573125,777.0,,,,5,70.0,0.1,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
